site_number,island_code,island_name,site_code,site_name,survey_year,date,scientific_name,common_name,total_count,mean_density_sqm,total_area_surveyed_sqm,mean_depth,survey_type,reserve_status,reference,reserve_year,latitude,longitude
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Corynactis californicus,club-tipped anemone,12,1.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Cystoseira,bladder chain kelp,15,1.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Desmarestia,acid weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Diaperoecia californica,Southern staghorn bryozoan,58,5.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Diopatra ornata,ornate tube worm,2,0.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,encrusting coralline algae,encrusting coralline algae,258.9,25.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Gelidium,agar weed,25.9,2.59,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Gigartina,sea tongue,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Laminaria farlowii,"oar weed, all",8.9,0.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Misc Inverts,Misc Inverts,141.9,14.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Phaeophyta,brown algae (miscellaneous),118.9,11.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Plantae,miscellaneous plants (ie: diatoms),0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Porifera,sponges,17.9,1.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Rhodophyta,red algae (miscellaneous),312.9,31.29,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Rock,Rock,805,80.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Sand,Sand,63,6.3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Serpulorbis squamigerus,scaled wormsnail,11,1.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1986,1986-08-26,Tunicata,tunicates,17.9,1.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,articulated coralline algae,articulated coralline algae,27,2.7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Astrangia lajollaensis,La Jolla cup coral,41.900000000000006,4.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Balanophyllia elegans,orange cup coral,5,0.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Bare Substrate,Bare Substrate,206,20.6,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Bryozoa,bryozoans (miscellaneous),41.900000000000006,4.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Chlorophyta,green algae,6,0.6,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Cobble,Cobble,158,15.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Corynactis californicus,club-tipped anemone,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Cystoseira,bladder chain kelp,20,2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Desmarestia,acid weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Diaperoecia californica,Southern staghorn bryozoan,22.9,2.29,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Diopatra ornata,ornate tube worm,8,0.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,encrusting coralline algae,encrusting coralline algae,188.9,18.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Gelidium,agar weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Gigartina,sea tongue,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Laminaria farlowii,"oar weed, all",12,1.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Misc Inverts,Misc Inverts,342,34.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Phaeophyta,brown algae (miscellaneous),73,7.3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Plantae,miscellaneous plants (ie: diatoms),27,2.7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Porifera,sponges,12,1.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Rhodophyta,red algae (miscellaneous),221,22.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Rock,Rock,779,77.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Sand,Sand,63,6.3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Serpulorbis squamigerus,scaled wormsnail,4,0.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1987,1987-09-16,Tunicata,tunicates,18.9,1.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,articulated coralline algae,articulated coralline algae,27.9,2.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Astrangia lajollaensis,La Jolla cup coral,48,4.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Balanophyllia elegans,orange cup coral,5,0.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Bare Substrate,Bare Substrate,136.9,13.69,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Bryozoa,bryozoans (miscellaneous),88.9,8.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Chlorophyta,green algae,10,1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Cobble,Cobble,212,21.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Corynactis californicus,club-tipped anemone,15,1.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Cystoseira,bladder chain kelp,11,1.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Desmarestia,acid weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Diaperoecia californica,Southern staghorn bryozoan,30,3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Diopatra ornata,ornate tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,encrusting coralline algae,encrusting coralline algae,275,27.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Gelidium,agar weed,4,0.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Gigartina,sea tongue,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Laminaria farlowii,"oar weed, all",8.9,0.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Misc Inverts,Misc Inverts,277,27.7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Phaeophyta,brown algae (miscellaneous),75.9,7.59,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Plantae,miscellaneous plants (ie: diatoms),32,3.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Porifera,sponges,20,2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Rhodophyta,red algae (miscellaneous),270,27,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Rock,Rock,724,72.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Sand,Sand,64,6.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Serpulorbis squamigerus,scaled wormsnail,8,0.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1988,1988-10-03,Tunicata,tunicates,20.9,2.09,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,articulated coralline algae,articulated coralline algae,45,4.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Astrangia lajollaensis,La Jolla cup coral,61.900000000000006,6.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Balanophyllia elegans,orange cup coral,30,3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Bare Substrate,Bare Substrate,141.9,14.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Bryozoa,bryozoans (miscellaneous),35.9,3.59,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Chlorophyta,green algae,6.8999999999999995,0.69,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Cobble,Cobble,71.9,7.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Corynactis californicus,club-tipped anemone,8.9,0.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Cystoseira,bladder chain kelp,32,3.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Desmarestia,acid weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Diaperoecia californica,Southern staghorn bryozoan,12.9,1.29,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Diopatra ornata,ornate tube worm,2,0.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,encrusting coralline algae,encrusting coralline algae,295,29.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Gelidium,agar weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Gigartina,sea tongue,2,0.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Laminaria farlowii,"oar weed, all",20.9,2.09,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Misc Inverts,Misc Inverts,136.9,13.69,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Phaeophyta,brown algae (miscellaneous),70,7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Plantae,miscellaneous plants (ie: diatoms),0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Porifera,sponges,27.9,2.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Rhodophyta,red algae (miscellaneous),267,26.7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Rock,Rock,869,86.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Sand,Sand,59,5.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Serpulorbis squamigerus,scaled wormsnail,8.9,0.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1989,1989-10-05,Tunicata,tunicates,10,1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,articulated coralline algae,articulated coralline algae,10,1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Astrangia lajollaensis,La Jolla cup coral,64,6.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Balanophyllia elegans,orange cup coral,17.9,1.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Bare Substrate,Bare Substrate,106.89999999999999,10.69,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Bryozoa,bryozoans (miscellaneous),108,10.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Chlorophyta,green algae,8,0.8,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Cobble,Cobble,110,11,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Corynactis californicus,club-tipped anemone,17,1.7,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Cystoseira,bladder chain kelp,32.9,3.29,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Desmarestia,acid weed,1,0.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Diaperoecia californica,Southern staghorn bryozoan,27.9,2.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Diopatra ornata,ornate tube worm,2,0.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,encrusting coralline algae,encrusting coralline algae,272.9,27.29,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Gelidium,agar weed,3,0.3,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Gigartina,sea tongue,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Laminaria farlowii,"oar weed, all",24,2.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Misc Inverts,Misc Inverts,295,29.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Phaeophyta,brown algae (miscellaneous),54,5.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Plantae,miscellaneous plants (ie: diatoms),6,0.6,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Porifera,sponges,32,3.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Rhodophyta,red algae (miscellaneous),136,13.6,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Rock,Rock,830.9000000000001,83.09,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Sand,Sand,59,5.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Serpulorbis squamigerus,scaled wormsnail,5,0.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1990,1990-07-13,Tunicata,tunicates,41.900000000000006,4.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,articulated coralline algae,articulated coralline algae,44,4.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Astrangia lajollaensis,La Jolla cup coral,49,4.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Balanophyllia elegans,orange cup coral,11,1.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Bare Substrate,Bare Substrate,101.89999999999999,10.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Bryozoa,bryozoans (miscellaneous),115,11.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Chlorophyta,green algae,11,1.1,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Cobble,Cobble,120,12,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Corynactis californicus,club-tipped anemone,8.9,0.89,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Cystoseira,bladder chain kelp,111.89999999999999,11.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Desmarestia,acid weed,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Diaperoecia californica,Southern staghorn bryozoan,20.9,2.09,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Diopatra ornata,ornate tube worm,4,0.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,encrusting coralline algae,encrusting coralline algae,449,44.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Gelidium,agar weed,2,0.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Gigartina,sea tongue,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Laminaria farlowii,"oar weed, all",17.9,1.79,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Misc Inverts,Misc Inverts,210,21,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Phaeophyta,brown algae (miscellaneous),79,7.9,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Phragmatopoma californica,colonial sand-tube worm,0,0,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Plantae,miscellaneous plants (ie: diatoms),50.9,5.09,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Porifera,sponges,51.900000000000006,5.19,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Rhodophyta,red algae (miscellaneous),245,24.5,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Rock,Rock,805.9000000000001,80.59,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Sand,Sand,74,7.4,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Serpulorbis squamigerus,scaled wormsnail,13.899999999999999,1.39,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1991,1991-09-18,Tunicata,tunicates,12,1.2,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
11,AN,Anacapa Island,AR,Admiral's Reef,1992,1992-10-21,articulated coralline algae,articulated coralline algae,46.900000000000006,4.69,10,44.36,rpc,Outside,TRUE,Outside,34.00775,-119.4343833
