"SiteNumber","SiteCode","IslandCode","Species","ScientificName","CommonName","SurveyYear","MeanSize","MinSize","MaxSize","TotalCount"
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1990,15.14,4.00,33.00,108.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1991,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1992,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1993,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1994,10.00,8.00,12.00,2.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1995,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1996,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1997,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1998,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",1999,14.60,7.00,26.00,185.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2000,18.22,16.00,23.00,9.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2001,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2002,23.57,9.00,32.00,14.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2003,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2004,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2005,0.00,0.00,0.00,0.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2006,9.00,9.00,9.00,1.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2007,15.54,8.00,29.00,48.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2008,26.10,20.00,33.00,10.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2009,27.65,11.00,38.00,90.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2010,28.50,27.00,30.00,2.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2011,17.55,7.00,34.00,200.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2012,17.66,10.00,28.00,18.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2013,11.41,4.00,30.00,131.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2014,21.00,21.00,21.00,1.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2015,13.41,8.00,20.00,41.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2016,14.97,8.00,28.00,34.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2017,11.40,3.00,20.00,96.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2018,14.69,5.00,30.00,183.00
15,"AP","SB",11004.00,"Lytechinus anamesus","white sea urchin",2019,9.33,3.00,15.00,3.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1982,,,,0.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1983,,,,0.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1984,,,,0.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1985,29.96,3.00,113.00,184.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1986,46.30,17.00,99.00,103.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1987,49.04,24.00,105.00,129.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1988,66.09,9.00,128.00,102.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1989,49.68,5.00,108.00,119.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1990,51.07,6.00,101.00,165.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1991,51.16,3.00,92.00,111.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1992,43.93,5.00,89.00,191.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1993,43.00,3.00,110.00,140.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1994,34.07,6.00,100.00,247.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1995,36.47,4.00,98.00,271.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1996,51.86,12.00,102.00,223.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1997,38.76,4.00,90.00,163.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1998,55.73,6.00,99.00,222.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",1999,28.18,7.00,92.00,276.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2000,28.73,6.00,96.00,242.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2001,42.59,3.00,100.00,208.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2002,33.47,5.00,100.00,213.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2003,24.45,4.00,97.00,359.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2004,30.92,12.00,93.00,237.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2005,39.16,11.00,100.00,344.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2006,29.33,7.00,106.00,216.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2007,31.79,6.00,86.00,221.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2008,33.68,5.00,95.00,196.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2009,31.51,6.00,72.00,205.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2010,43.86,12.00,93.00,203.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2011,37.30,6.00,88.00,199.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2012,29.56,7.00,78.00,214.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2013,39.54,4.00,90.00,218.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2014,30.74,9.00,87.00,203.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2015,57.79,8.00,92.00,232.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2016,65.15,25.00,97.00,77.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2017,40.21,9.00,92.00,295.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2018,41.07,10.00,96.00,256.00
15,"AP","SB",11005.00,"Strongylocentrotus franciscanus","red sea urchin",2019,40.21,5.00,89.00,219.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1982,,,,0.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1983,,,,0.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1984,,,,0.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1985,14.42,3.00,53.00,129.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1986,11.95,5.00,63.00,105.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1987,19.45,6.00,42.00,138.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1988,28.26,6.00,50.00,123.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1989,22.53,3.00,50.00,213.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1990,19.93,2.00,47.00,159.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1991,26.08,5.00,48.00,103.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1992,22.06,5.00,50.00,264.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1993,18.43,2.00,85.00,203.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1994,20.26,2.00,96.00,330.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1995,12.79,2.00,51.00,953.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1996,17.75,9.00,40.00,245.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1997,21.93,3.00,47.00,198.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1998,28.05,6.00,56.00,280.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",1999,22.60,5.00,50.00,238.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2000,10.44,1.00,55.00,697.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2001,17.84,2.00,51.00,238.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2002,22.11,5.00,52.00,220.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2003,20.49,4.00,52.00,112.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2004,20.05,3.00,45.00,207.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2005,21.60,5.00,55.00,453.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2006,18.82,2.00,37.00,205.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2007,15.89,3.00,45.00,339.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2008,10.46,2.00,57.00,431.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2009,12.92,4.00,43.00,280.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2010,15.40,4.00,38.00,327.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2011,17.03,7.00,50.00,277.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2012,17.26,4.00,54.00,233.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2013,17.34,4.00,40.00,230.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2014,14.14,4.00,52.00,335.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2015,21.13,5.00,46.00,249.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2016,28.56,4.00,67.00,154.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2017,26.80,8.00,55.00,207.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2018,27.01,4.00,54.00,309.00
15,"AP","SB",11006.00,"Strongylocentrotus purpuratus","purple sea urchin",2019,25.09,3.00,58.00,210.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1982,,,,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1983,,,,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1984,,,,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1985,118.96,90.00,160.00,29.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1986,120.96,90.00,150.00,31.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1987,116.55,40.00,180.00,29.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1988,106.17,60.00,170.00,34.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1989,82.42,20.00,110.00,33.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1990,113.22,60.00,150.00,31.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1991,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1992,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1993,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1994,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1995,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1996,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1997,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1998,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2016,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2017,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2018,0.00,0.00,0.00,0.00
15,"AP","SB",11007.00,"Parastichopus parvimensis","warty sea cucumber",2019,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1982,,,,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1983,,,,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1984,,,,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1985,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1986,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1987,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1988,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1989,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1990,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1991,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1992,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1993,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1994,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1995,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1996,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1997,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1998,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",1999,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2000,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2001,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2002,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2003,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2004,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2005,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2006,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2007,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2008,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2009,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2010,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2011,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2012,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2013,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2014,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2015,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2016,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2017,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2018,0.00,0.00,0.00,0.00
15,"AP","SB",11009.00,"Centrostephanus coronatus","Coronado urchin",2019,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1982,,,,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1983,,,,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1984,,,,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1985,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1986,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1987,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1988,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1989,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1990,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1991,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1992,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1993,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1994,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1995,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1996,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1997,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1998,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",1999,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2000,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2001,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2002,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2003,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2004,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2005,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2006,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2007,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2008,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2009,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2010,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2011,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2012,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2013,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2014,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2015,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2016,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2017,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2018,0.00,0.00,0.00,0.00
15,"AP","SB",11011.00,"Pisaster ochraceus","ochre sea star",2019,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1982,,,,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1983,,,,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1984,,,,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1985,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1986,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1987,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1988,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1989,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1990,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1991,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1992,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1993,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1994,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1995,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1996,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1997,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1998,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",1999,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2000,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2001,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2002,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2003,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2004,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2005,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2006,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2007,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2008,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2009,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2010,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2011,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2012,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2013,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2014,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2015,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2016,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2017,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2018,0.00,0.00,0.00,0.00
15,"AP","SB",11012.00,"Arbacia stellata","black starry sea urchin",2019,0.00,0.00,0.00,0.00
16,"CAT","SB",5002.00,"Tethya aurantia","orange puffball sponge",1986,0.00,0.00,0.00,0.00
16,"CAT","SB",5002.00,"Tethya aurantia","orange puffball sponge",1987,54.00,46.00,62.00,2.00
