"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,5/25/2016 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,5/25/2017 0:00:00,203.00,1.01,0.78,0.12,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,6/21/2018 0:00:00,218.00,1.09,1.38,0.21,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,6/18/2019 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,6/14/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,5/31/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,6/12/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,6/9/2014 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,7/15/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,5/25/2016 0:00:00,4498.00,22.48,17.93,2.83,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,5/25/2017 0:00:00,643.00,3.21,4.44,0.70,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,6/21/2018 0:00:00,246.00,1.23,2.03,0.32,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,6/18/2019 0:00:00,464.00,2.31,4.18,0.66,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,6/14/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,5/31/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,6/12/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,6/9/2014 0:00:00,27.00,0.13,0.61,0.09,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,7/15/2015 0:00:00,3427.00,17.13,22.44,3.54,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,5/25/2016 0:00:00,196.00,0.98,1.72,0.27,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,5/25/2017 0:00:00,2268.00,11.34,11.84,1.87,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,6/21/2018 0:00:00,1447.00,7.23,13.65,2.15,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,6/18/2019 0:00:00,396.00,1.98,2.78,0.44,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",1996,6/17/1996 0:00:00,13.00,0.06,0.11,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",1997,6/16/1997 0:00:00,17.00,0.08,0.10,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",1998,6/15/1998 0:00:00,6.00,0.02,0.07,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",1999,6/14/1999 0:00:00,6.00,0.02,0.08,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2000,6/12/2000 0:00:00,17.00,0.08,0.12,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2001,6/11/2001 0:00:00,7.00,0.03,0.08,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2002,6/17/2002 0:00:00,17.00,0.08,0.14,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2003,7/7/2003 0:00:00,15.00,0.07,0.13,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2004,6/21/2004 0:00:00,23.00,0.11,0.18,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2005,5/16/2005 0:00:00,29.00,0.14,0.16,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2006,6/19/2006 0:00:00,16.00,0.07,0.17,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2007,6/4/2007 0:00:00,12.00,0.05,0.11,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2008,6/9/2008 0:00:00,12.00,0.05,0.11,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2009,5/18/2009 0:00:00,14.00,0.07,0.10,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2010,5/17/2010 0:00:00,9.00,0.04,0.09,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2011,6/14/2011 0:00:00,29.00,0.14,0.18,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2012,5/31/2012 0:00:00,36.00,0.18,0.15,0.02,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2013,6/12/2013 0:00:00,8.00,0.03,0.09,0.01,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2014,6/9/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2015,7/15/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2016,5/25/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2017,5/25/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2018,6/21/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11002.00,"Pisaster giganteus","giant-spined sea star",2019,6/18/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2012,5/31/2012 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2013,6/12/2013 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2014,6/9/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2015,7/15/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2016,5/25/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2017,5/25/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2018,6/21/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
16,"SB","Santa Barbara Island","CAT","Cat Canyon",11011.00,"Pisaster ochraceus","ochre sea star",2019,6/18/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,73.00,0.36,0.32,0.05,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,45.00,0.22,0.26,0.04,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,34.00,0.17,0.20,0.03,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,143.00,0.71,1.16,0.18,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2003,5/27/2003 0:00:00,13.00,0.06,0.11,0.01,40,200.00
17,"CL","San Clemente Island","NWH","Northwest Harbor",11002.00,"Pisaster giganteus","giant-spined sea star",2004,6/21/2004 0:00:00,12.00,0.05,0.12,0.01,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,23.00,0.11,0.17,0.02,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,16.00,0.07,0.16,0.02,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,68.00,0.34,0.58,0.09,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,112.00,0.56,0.43,0.06,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2003,5/27/2003 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
18,"CL","San Clemente Island","BSC","Boy Scout Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2004,6/21/2004 0:00:00,0.00,0.00,0.00,0.00,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,17.00,0.08,0.19,0.03,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,55.00,0.27,0.25,0.04,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,312.00,1.55,1.23,0.19,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,15.00,0.07,0.13,0.02,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",11002.00,"Pisaster giganteus","giant-spined sea star",2003,5/27/2003 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
19,"CL","San Clemente Island","EP","Eel Point",11002.00,"Pisaster giganteus","giant-spined sea star",2004,6/21/2004 0:00:00,4.00,0.01,0.07,0.01,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,38.00,0.18,0.27,0.04,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,48.00,0.23,0.25,0.04,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,5/27/2003 0:00:00,118.00,0.58,0.67,0.10,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,6/21/2004 0:00:00,17.00,0.08,0.14,0.02,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",11002.00,"Pisaster giganteus","giant-spined sea star",2003,5/27/2003 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
20,"CL","San Clemente Island","HBC","Horse Beach Cove",11002.00,"Pisaster giganteus","giant-spined sea star",2004,6/21/2004 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2001,9/17/2001 0:00:00,19.00,0.09,0.16,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,9/8/2003 0:00:00,49.00,0.24,0.34,0.05,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,9/27/2004 0:00:00,37.00,0.18,0.20,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,8/8/2005 0:00:00,29.00,0.14,0.23,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,9/11/2006 0:00:00,23.00,0.11,0.23,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,7/9/2007 0:00:00,31.00,0.15,0.22,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,10/20/2008 0:00:00,30.00,0.15,0.20,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,7/13/2009 0:00:00,33.00,0.16,0.25,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,7/26/2010 0:00:00,45.00,0.22,0.28,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2011,10/5/2011 0:00:00,49.00,0.24,0.30,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2012,7/26/2012 0:00:00,52.00,0.25,0.28,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2013,8/15/2013 0:00:00,40.00,0.20,0.21,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2014,8/13/2014 0:00:00,44.00,0.21,0.21,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2015,8/25/2015 0:00:00,46.00,0.23,0.29,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2016,8/11/2016 0:00:00,32.00,0.15,0.18,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2017,7/26/2017 0:00:00,19.00,0.09,0.15,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2018,8/22/2018 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2019,9/25/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2001,9/17/2001 0:00:00,7.00,0.03,0.10,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,9/8/2003 0:00:00,178.00,0.88,0.90,0.14,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,9/27/2004 0:00:00,30.00,0.15,0.19,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,8/8/2005 0:00:00,4.00,0.01,0.09,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,9/11/2006 0:00:00,21.00,0.10,0.18,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,7/9/2007 0:00:00,32.00,0.15,0.36,0.05,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,10/20/2008 0:00:00,9.00,0.04,0.15,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,7/13/2009 0:00:00,30.00,0.15,0.40,0.06,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,7/26/2010 0:00:00,6.00,0.02,0.10,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,10/5/2011 0:00:00,28.00,0.14,0.19,0.03,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,7/26/2012 0:00:00,38.00,0.18,0.25,0.04,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,8/15/2013 0:00:00,9.00,0.04,0.10,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,8/13/2014 0:00:00,18.00,0.09,0.17,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,8/25/2015 0:00:00,13.00,0.06,0.12,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,8/11/2016 0:00:00,13.00,0.06,0.15,0.02,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,7/26/2017 0:00:00,8.00,0.03,0.08,0.01,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,8/22/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,9/25/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,7/26/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,10/5/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,7/26/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,8/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,8/13/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,8/25/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,8/11/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,7/26/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,8/22/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,9/25/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,7/26/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,10/5/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,7/26/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,8/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,8/13/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,8/25/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,8/11/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
21,"SM","San Miguel Island","MM","Miracle Mile",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,7/26/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
