"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","TotalCount","MeanSize","MinSize","MaxSize"
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2014,2,20,18,22
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2014,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2014,202,16,5,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2014,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2014,14,17,10,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2014,5,22,5,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Caulolatilus princeps","ocean whitefish, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Chromis punctipinnis","blacksmith, all",2015,1000,8,5,11
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca jacksoni","black surfperch, all",2015,3,20,14,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca lateralis","striped surfperch, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Girella nigricans","opaleye, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Halichoeres semicinctus","rock wrasse, juvenile",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Heterostichus rostratus","giant kelpfish, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Hypsypops rubicundus","garibaldi, all",2015,26,27,27,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Medialuna californiensis","halfmoon, all",2015,3,21,16,29
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Ophiodon elongatus","lingcod, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Oxyjulis californica","señorita, all",2015,14,16,9,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Paralabrax clathratus","kelp bass, all",2015,7,29,12,50
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus toxotes","rubberlip surfperch",2015,1,35,35,35
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus vacca","pile perch, all",2015,1,24,16,36
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaena guttata","California scorpionfish, all",2015,1,14,8,20
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaenichthys marmoratus","cabezon, all",2015,1,33,33,33
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens","kelp rockfish, all",2015,2,22,12,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes carnatus","gopher rockfish, all",2015,4,20,17,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes caurinus","copper rockfish, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2015,14,15,6,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2015,6,21,13,36
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2015,3,27,23,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Caulolatilus princeps","ocean whitefish, all",2016,2,34,28,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Chromis punctipinnis","blacksmith, all",2016,425,10,2,20
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca jacksoni","black surfperch, all",2016,2,23,19,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca lateralis","striped surfperch, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Girella nigricans","opaleye, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Halichoeres semicinctus","rock wrasse, juvenile",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Heterostichus rostratus","giant kelpfish, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Hypsypops rubicundus","garibaldi, all",2016,26,14,9,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Medialuna californiensis","halfmoon, all",2016,12,20,18,22
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Ophiodon elongatus","lingcod, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Oxyjulis californica","señorita, all",2016,65,18,12,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Paralabrax clathratus","kelp bass, all",2016,6,27,12,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus toxotes","rubberlip surfperch",2016,1,38,38,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus vacca","pile perch, all",2016,1,20,16,25
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaena guttata","California scorpionfish, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaenichthys marmoratus","cabezon, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens","kelp rockfish, all",2016,1,24,24,24
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes carnatus","gopher rockfish, all",2016,1,23,23,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes caurinus","copper rockfish, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2016,19,6,6,6
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2016,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2016,1,17,17,17
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2016,1,30,27,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Caulolatilus princeps","ocean whitefish, all",2017,3,39,32,46
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Chromis punctipinnis","blacksmith, all",2017,565,11,7,16
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca jacksoni","black surfperch, all",2017,2,19,13,24
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca lateralis","striped surfperch, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Girella nigricans","opaleye, all",2017,1,37,37,37
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Halichoeres semicinctus","rock wrasse, juvenile",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Heterostichus rostratus","giant kelpfish, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Hypsypops rubicundus","garibaldi, all",2017,14,16,12,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Medialuna californiensis","halfmoon, all",2017,7,22,17,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Ophiodon elongatus","lingcod, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Oxyjulis californica","señorita, all",2017,33,18,12,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Paralabrax clathratus","kelp bass, all",2017,11,24,12,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus toxotes","rubberlip surfperch",2017,1,37,37,37
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus vacca","pile perch, all",2017,1,23,19,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaena guttata","California scorpionfish, all",2017,4,14,12,15
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaenichthys marmoratus","cabezon, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens","kelp rockfish, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes carnatus","gopher rockfish, all",2017,1,22,21,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes caurinus","copper rockfish, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2017,2,6,5,8
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2017,3,28,14,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2017,1,14,6,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Caulolatilus princeps","ocean whitefish, all",2018,1,29,29,29
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Chromis punctipinnis","blacksmith, all",2018,200,15,7,24
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca jacksoni","black surfperch, all",2018,5,18,11,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca lateralis","striped surfperch, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Girella nigricans","opaleye, all",2018,2,30,30,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Halichoeres semicinctus","rock wrasse, juvenile",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Heterostichus rostratus","giant kelpfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Hypsypops rubicundus","garibaldi, all",2018,19,18,14,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Medialuna californiensis","halfmoon, all",2018,1,17,17,17
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Ophiodon elongatus","lingcod, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Oxyjulis californica","señorita, all",2018,16,18,16,20
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Paralabrax clathratus","kelp bass, all",2018,11,27,12,48
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus toxotes","rubberlip surfperch",2018,1,37,37,37
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus vacca","pile perch, all",2018,2,26,17,37
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaena guttata","California scorpionfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaenichthys marmoratus","cabezon, all",2018,1,24,24,24
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens","kelp rockfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes carnatus","gopher rockfish, all",2018,1,19,19,19
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes caurinus","copper rockfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2018,3,26,22,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2018,1,28,25,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Caulolatilus princeps","ocean whitefish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Chromis punctipinnis","blacksmith, all",2019,114,14,8,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca jacksoni","black surfperch, all",2019,5,21,16,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Embiotoca lateralis","striped surfperch, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Girella nigricans","opaleye, all",2019,4,34,30,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Halichoeres semicinctus","rock wrasse, juvenile",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Heterostichus rostratus","giant kelpfish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Hypsypops rubicundus","garibaldi, all",2019,7,21,17,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Medialuna californiensis","halfmoon, all",2019,6,21,16,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Ophiodon elongatus","lingcod, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Oxyjulis californica","señorita, all",2019,28,18,15,21
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Paralabrax clathratus","kelp bass, all",2019,7,21,10,42
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus toxotes","rubberlip surfperch",2019,1,25,25,25
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Rhacochilus vacca","pile perch, all",2019,2,22,22,23
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaena guttata","California scorpionfish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Scorpaenichthys marmoratus","cabezon, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens","kelp rockfish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes carnatus","gopher rockfish, all",2019,1,21,21,21
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes caurinus","copper rockfish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes chrysomelas","black and yellow rockfish, all",2019,1,26,26,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes miniatus","vermillion rockfish, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes mystinus","blue rockfish, all",2019,2,18,10,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes paucispinis","bocaccio, all",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serranoides","olive rockfish, all",2019,1,26,25,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",,"Sebastes serriceps","treefish, all",2019,1,25,25,25
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2007,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2008,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2009,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2010,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2011,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2012,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2013,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2014,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2015,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2016,1,50,50,50
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2018,1,37,37,37
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14013,"Semicossyphus pulcher","California sheephead, male",2019,2,34,34,35
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2007,3,19,12,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2008,1,28,24,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2009,1,31,28,33
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2010,6,26,17,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2011,2,22,17,25
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2012,3,30,26,33
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2013,3,33,25,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2014,3,22,10,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2015,2,17,12,25
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2016,17,17,9,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2017,26,25,14,40
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2018,25,27,18,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, female",2019,12,27,16,38
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2007,1,10,10,10
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2008,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2009,3,9,7,12
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2010,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2011,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2012,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2013,2,10,10,10
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2014,2,11,7,14
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2015,5,9,7,11
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2016,5,10,7,13
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2017,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2018,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14014,"Semicossyphus pulcher","California sheephead, juvenile",2019,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2007,5,22,15,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2008,1,17,14,19
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2009,2,22,17,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2010,3,26,22,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2011,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2012,1,30,30,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2013,1,28,27,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2014,2,27,20,34
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2015,1,25,20,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2016,9,19,12,28
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2017,8,20,18,22
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2018,5,24,22,26
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14028,"Halichoeres semicinctus","rock wrasse, male",2019,3,23,19,29
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2007,5,17,12,24
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2008,5,25,20,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2009,1,21,17,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2010,4,25,16,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2011,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2012,2,25,22,27
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2013,0,,,
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2014,3,22,18,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2015,12,18,12,30
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2016,38,15,9,22
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2017,26,24,18,32
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2018,9,20,18,22
26,"SC","Santa Cruz Island","DPM","Devil's Peak Member",14029,"Halichoeres semicinctus","rock wrasse, female",2019,3,20,19,22
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Caulolatilus princeps","ocean whitefish, all",2007,5,43,35,60
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Chromis punctipinnis","blacksmith, all",2007,392,12,3,22
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Embiotoca jacksoni","black surfperch, all",2007,6,26,22,30
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Embiotoca lateralis","striped surfperch, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Girella nigricans","opaleye, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Halichoeres semicinctus","rock wrasse, juvenile",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Heterostichus rostratus","giant kelpfish, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Hypsypops rubicundus","garibaldi, all",2007,14,25,20,30
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Medialuna californiensis","halfmoon, all",2007,5,21,20,22
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Ophiodon elongatus","lingcod, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Oxyjulis californica","señorita, all",2007,45,16,12,20
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Paralabrax clathratus","kelp bass, all",2007,13,29,15,50
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Rhacochilus toxotes","rubberlip surfperch",2007,4,31,26,36
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Rhacochilus vacca","pile perch, all",2007,7,24,16,32
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Scorpaena guttata","California scorpionfish, all",2007,1,38,38,38
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Scorpaenichthys marmoratus","cabezon, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Sebastes atrovirens","kelp rockfish, all",2007,0,,,
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2007,4,6,6,7
27,"SC","Santa Cruz Island","PP","Potato Pasture",,"Sebastes carnatus","gopher rockfish, all",2007,4,21,17,24
