"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1985,8/28/1985 0:00:00,49.59,18.40,3.68,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1986,8/26/1986 0:00:00,25.89,16.65,3.33,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1987,9/16/1987 0:00:00,18.89,10.94,2.18,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1988,10/3/1988 0:00:00,27.50,10.99,2.19,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1989,10/5/1989 0:00:00,29.50,13.14,2.62,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1990,7/13/1990 0:00:00,27.29,10.50,2.10,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1991,9/18/1991 0:00:00,44.90,19.41,3.88,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1992,10/21/1992 0:00:00,56.59,18.49,3.69,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1993,8/26/1993 0:00:00,34.40,17.42,3.48,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1994,8/8/1994 0:00:00,27.00,14.23,2.84,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1995,8/7/1995 0:00:00,43.00,13.91,2.78,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1996,7/8/1996 0:00:00,27.33,9.97,2.57,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1997,6/16/1997 0:00:00,30.00,17.65,4.55,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1998,6/15/1998 0:00:00,26.16,7.72,1.99,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",1999,8/16/1999 0:00:00,42.33,11.78,3.04,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2000,6/12/2000 0:00:00,32.50,11.64,3.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2001,6/11/2001 0:00:00,33.00,8.40,2.17,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2002,8/5/2002 0:00:00,30.00,13.75,3.55,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2003,7/7/2003 0:00:00,38.83,18.60,4.80,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2004,8/9/2004 0:00:00,33.83,16.79,4.33,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2005,9/5/2005 0:00:00,42.50,16.58,4.28,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2006,8/7/2006 0:00:00,46.83,22.94,5.92,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2007,8/6/2007 0:00:00,54.33,20.75,5.35,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2008,6/3/2008 0:00:00,51.83,9.70,2.50,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2009,6/15/2009 0:00:00,62.16,15.75,4.06,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2010,6/14/2010 0:00:00,73.00,16.20,4.18,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2011,6/3/2011 0:00:00,60.83,13.45,3.47,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2012,9/10/2012 0:00:00,60.16,15.42,3.98,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2013,8/21/2013 0:00:00,80.83,17.31,4.46,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2014,5/27/2014 0:00:00,69.66,16.28,4.20,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2015,7/16/2015 0:00:00,69.33,17.96,4.63,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2016,6/21/2016 0:00:00,46.16,15.75,4.06,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2017,8/10/2017 0:00:00,49.33,13.27,3.42,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2018,8/7/2018 0:00:00,50.50,16.69,4.31,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3003.00,"Corallinales","encrusting coralline algae",2019,8/7/2019 0:00:00,41.50,15.74,4.06,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1982,8/6/1982 0:00:00,0.00,0.00,0.00,25,5.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1983,9/2/1983 0:00:00,0.00,0.00,0.00,45,4.50
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1984,8/16/1984 0:00:00,0.20,0.63,0.20,10,5.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1985,8/28/1985 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1986,8/26/1986 0:00:00,2.59,3.57,0.71,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1987,9/16/1987 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1988,10/3/1988 0:00:00,0.40,1.56,0.31,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1989,10/5/1989 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1990,7/13/1990 0:00:00,0.30,1.09,0.21,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1991,9/18/1991 0:00:00,0.20,0.69,0.13,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1992,10/21/1992 0:00:00,1.00,3.30,0.66,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1993,8/26/1993 0:00:00,0.10,0.50,0.10,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1994,8/8/1994 0:00:00,0.20,0.69,0.13,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1995,8/7/1995 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1996,7/8/1996 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1997,6/16/1997 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1998,6/15/1998 0:00:00,0.33,1.29,0.33,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",1999,8/16/1999 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2000,6/12/2000 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2001,6/11/2001 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2002,8/5/2002 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2003,7/7/2003 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2004,8/9/2004 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2005,9/5/2005 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2006,8/7/2006 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2007,8/6/2007 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2008,6/3/2008 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2009,6/15/2009 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2010,6/14/2010 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2011,6/3/2011 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2012,9/10/2012 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2013,8/21/2013 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2014,5/27/2014 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2015,7/16/2015 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2016,6/21/2016 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2017,8/10/2017 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2018,8/7/2018 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3004.00,"Gelidium","agar weed",2019,8/7/2019 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1985,8/28/1985 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1986,8/26/1986 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1987,9/16/1987 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1988,10/3/1988 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1989,10/5/1989 0:00:00,0.20,0.69,0.13,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1990,7/13/1990 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1991,9/18/1991 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1992,10/21/1992 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1993,8/26/1993 0:00:00,0.30,1.09,0.21,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1994,8/8/1994 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1995,8/7/1995 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1996,7/8/1996 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1997,6/16/1997 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1998,6/15/1998 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",1999,8/16/1999 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2000,6/12/2000 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2001,6/11/2001 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2002,8/5/2002 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2003,7/7/2003 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2004,8/9/2004 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2005,9/5/2005 0:00:00,0.16,0.64,0.16,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2006,8/7/2006 0:00:00,0.16,0.64,0.16,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2007,8/6/2007 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2008,6/3/2008 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2009,6/15/2009 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2010,6/14/2010 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2011,6/3/2011 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2012,9/10/2012 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2013,8/21/2013 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2014,5/27/2014 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2015,7/16/2015 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2016,6/21/2016 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2017,8/10/2017 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2018,8/7/2018 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",3005.00,"Gigartina","sea tongue",2019,8/7/2019 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1985,8/28/1985 0:00:00,6.19,4.84,0.96,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1986,8/26/1986 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1987,9/16/1987 0:00:00,2.70,4.72,0.94,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1988,10/3/1988 0:00:00,3.20,6.47,1.29,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1989,10/5/1989 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1990,7/13/1990 0:00:00,0.60,1.80,0.36,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1991,9/18/1991 0:00:00,5.09,6.35,1.27,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1992,10/21/1992 0:00:00,0.00,0.00,0.00,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1993,8/26/1993 0:00:00,13.10,10.41,2.08,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1994,8/8/1994 0:00:00,0.20,1.00,0.20,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1995,8/7/1995 0:00:00,2.00,2.39,0.47,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1996,7/8/1996 0:00:00,1.16,3.38,0.87,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1997,6/16/1997 0:00:00,11.83,14.37,3.71,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1998,6/15/1998 0:00:00,7.50,6.12,1.58,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",1999,8/16/1999 0:00:00,11.33,13.42,3.46,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2000,6/12/2000 0:00:00,1.33,3.38,0.87,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2001,6/11/2001 0:00:00,5.50,6.69,1.72,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2002,8/5/2002 0:00:00,1.50,3.10,0.80,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2003,7/7/2003 0:00:00,2.66,3.59,0.92,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2004,8/9/2004 0:00:00,3.16,3.05,0.78,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2005,9/5/2005 0:00:00,6.66,6.65,1.71,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2006,8/7/2006 0:00:00,35.33,22.79,5.88,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2007,8/6/2007 0:00:00,3.66,5.81,1.50,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2008,6/3/2008 0:00:00,3.66,3.76,0.97,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2009,6/15/2009 0:00:00,7.50,9.54,2.46,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2010,6/14/2010 0:00:00,8.16,9.08,2.34,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2011,6/3/2011 0:00:00,14.33,17.48,4.51,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2012,9/10/2012 0:00:00,1.50,5.80,1.50,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2013,8/21/2013 0:00:00,2.16,2.47,0.63,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2014,5/27/2014 0:00:00,3.66,4.71,1.21,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2015,7/16/2015 0:00:00,11.83,8.15,2.10,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2016,6/21/2016 0:00:00,3.50,3.87,1.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2017,8/10/2017 0:00:00,1.16,3.11,0.80,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2018,8/7/2018 0:00:00,0.16,0.64,0.16,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",4001.00,"Plantae","miscellaneous plants (ie: diatoms)",2019,8/7/2019 0:00:00,3.00,3.56,0.91,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1985,8/28/1985 0:00:00,0.50,1.02,0.20,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1986,8/26/1986 0:00:00,1.79,3.02,0.60,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1987,9/16/1987 0:00:00,1.20,1.63,0.32,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1988,10/3/1988 0:00:00,2.00,2.39,0.47,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1989,10/5/1989 0:00:00,2.79,2.73,0.54,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1990,7/13/1990 0:00:00,3.20,3.71,0.74,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1991,9/18/1991 0:00:00,5.19,6.76,1.35,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1992,10/21/1992 0:00:00,6.80,8.24,1.64,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1993,8/26/1993 0:00:00,3.59,3.89,0.77,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1994,8/8/1994 0:00:00,1.39,2.29,0.45,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1995,8/7/1995 0:00:00,1.00,1.61,0.32,25,10.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1996,7/8/1996 0:00:00,0.50,1.03,0.26,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1997,6/16/1997 0:00:00,0.33,0.87,0.22,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1998,6/15/1998 0:00:00,1.50,1.58,0.40,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",1999,8/16/1999 0:00:00,0.00,0.00,0.00,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2000,6/12/2000 0:00:00,0.33,0.87,0.22,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2001,6/11/2001 0:00:00,0.16,0.64,0.16,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2002,8/5/2002 0:00:00,0.16,0.64,0.16,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2003,7/7/2003 0:00:00,1.00,1.58,0.40,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2004,8/9/2004 0:00:00,1.00,1.84,0.47,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2005,9/5/2005 0:00:00,0.33,1.29,0.33,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2006,8/7/2006 0:00:00,0.33,0.87,0.22,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2007,8/6/2007 0:00:00,0.50,1.03,0.26,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2008,6/3/2008 0:00:00,1.50,2.80,0.72,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2009,6/15/2009 0:00:00,1.00,1.58,0.40,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2010,6/14/2010 0:00:00,1.16,1.59,0.41,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2011,6/3/2011 0:00:00,0.66,1.14,0.29,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2012,9/10/2012 0:00:00,0.50,1.03,0.26,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2013,8/21/2013 0:00:00,0.33,0.87,0.22,15,6.00
11,"AN","Anacapa Island","AR","Admiral's Reef",5001.00,"Porifera","sponges",2014,5/27/2014 0:00:00,0.50,1.40,0.36,15,6.00
