"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","DimensionsMeasured","MeanDimensions","MinDimensions","MaxDimensions","TotalCount"
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",12.63,1,46,122
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",16.95,1,60,135
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",12.75,1,56,128
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",8.76,1,45,155
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",10.86,1,44,98
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",15.11,1,48,136
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",20.60,1,64,100
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",9.20,1,23,5
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",3.54,1,14,11
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",5.43,1,40,117
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",10.35,1,46,140
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",16.77,1,66,110
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",8.52,1,49,124
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",8.28,1,24,147
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",13.60,1,33,110
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",9.39,1,27,120
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",16.66,1,37,100
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",12.65,1,39,97
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",7.15,1,37,120
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",13.29,1,35,126
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",12.32,1,43,150
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",12.93,1,67,110
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",7.19,1,35,99
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",13.71,1,46,150
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",10.16,1,39,114
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",10.13,1,40,163
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",18.65,2,48,105
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",8.92,1,41,150
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",6.46,1,34,127
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",12.86,2,38,110
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",10.39,1,52,153
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",3.92,1,13,100
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",4.41,1,25,75
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",5.04,2,17,47
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",3.33,1,18,21
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",3.70,1,22,130
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",2.54,1,15,61
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",10.33,1,35,108
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",15.65,2,45,117
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",6.24,1,22,100
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",9.52,1,37,150
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",2.50,2,3,2
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",5.50,2,19,6
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",8.12,3,15,8
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",3.57,1,11,14
31,"AN","Anacapa Island","KH","Keyhole",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",3.96,1,12,26
31,"AN","Anacapa Island","KH","Keyhole",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",2.69,1,14,106
31,"AN","Anacapa Island","KH","Keyhole",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",6.55,1,36,150
32,"AN","Anacapa Island","EFC","East Fish Camp",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",2.00,1,4,10
32,"AN","Anacapa Island","EFC","East Fish Camp",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",10.10,2,27,10
32,"AN","Anacapa Island","EFC","East Fish Camp",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",9.46,1,32,13
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",2.00,2,2,1
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",2.05,1,6,107
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",5.70,1,18,31
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",5.06,1,34,104
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",1.00,1,1,2
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",1.00,1,1,5
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",2.00,1,5,26
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",10.63,1,38,125
34,"AN","Anacapa Island","LH","Lighthouse",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",10.42,1,46,150
34,"AN","Anacapa Island","LH","Lighthouse",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",2.50,1,4,2
34,"AN","Anacapa Island","LH","Lighthouse",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",7.00,1,21,4
34,"AN","Anacapa Island","LH","Lighthouse",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",13.00,13,13,1
34,"AN","Anacapa Island","LH","Lighthouse",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",9.28,2,28,7
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",2.00,2,2,1
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",4.50,4,5,2
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",5.06,1,12,16
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",2.00,2,2,1
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",2.52,1,22,103
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",2.00,2,2,2
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",10.00,1,43,102
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",6.54,1,24,150
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2005,"Stipe_Count",9.20,1,42,106
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2006,"Stipe_Count",5.57,2,21,98
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2007,"Stipe_Count",8.72,1,24,120
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2008,"Stipe_Count",4.78,1,15,85
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2009,"Stipe_Count",7.95,1,29,117
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2010,"Stipe_Count",9.13,1,46,147
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2011,"Stipe_Count",6.28,1,25,150
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2012,"Stipe_Count",9.53,1,33,111
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2013,"Stipe_Count",13.15,1,33,125
37,"SB","Santa Barbara Island","SER","Southeast Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2014,"Stipe_Count",9.20,1,26,123
1,"SM","San Miguel Island","WL","Wyckoff Ledge",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",18.79,1,45,150
1,"SM","San Miguel Island","WL","Wyckoff Ledge",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",18.96,1,48,125
1,"SM","San Miguel Island","WL","Wyckoff Ledge",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",11.97,1,35,189
1,"SM","San Miguel Island","WL","Wyckoff Ledge",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",12.09,1,43,143
2,"SM","San Miguel Island","HR","Hare Rock",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",10.00,10,10,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",12.29,1,39,139
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",4.62,1,9,65
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",13.25,1,32,38
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",14.57,1,41,127
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",17.15,1,53,131
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",13.34,1,41,69
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",5.00,3,8,3
4,"SR","Santa Rosa Island","JLSO","Johnson's Lee South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",10.17,1,27,116
6,"SC","Santa Cruz Island","GI","Gull Island South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",18.75,1,60,123
6,"SC","Santa Cruz Island","GI","Gull Island South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",12.79,1,45,187
6,"SC","Santa Cruz Island","GI","Gull Island South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",16.00,1,37,137
6,"SC","Santa Cruz Island","GI","Gull Island South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",9.61,1,19,159
6,"SC","Santa Cruz Island","GI","Gull Island South",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",12.84,1,37,162
7,"SC","Santa Cruz Island","FH","Fry's Harbor",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",1.50,1,2,3
8,"SC","Santa Cruz Island","PB","Pelican Bay",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",2.50,2,3,3
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",11.40,1,32,134
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",4.75,1,9,153
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",12.15,1,33,192
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",13.38,1,45,160
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",11.85,1,29,167
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",3.00,3,3,1
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",1.00,1,1,1
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",16.79,1,42,130
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",11.06,1,33,156
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",3.76,1,7,185
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",12.12,1,32,165
11,"AN","Anacapa Island","AR","Admiral's Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",9.72,1,20,106
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",10.51,1,26,150
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",11.30,1,29,158
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",14.54,1,49,161
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",13.85,1,54,157
12,"AN","Anacapa Island","CC","Cathedral Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",12.57,1,26,111
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",10.53,1,25,231
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",9.31,1,23,282
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",5.70,1,16,192
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",14.73,1,40,120
13,"AN","Anacapa Island","LC","Landing Cove",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",13.55,1,32,114
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",12.52,1,32,227
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",10.72,1,30,169
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",12.21,1,27,187
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",10.69,1,26,148
14,"SB","Santa Barbara Island","SESL","SE Sea Lion Rookery",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",17.50,1,41,163
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",2.57,1,5,140
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",11.69,1,32,162
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",10.97,1,27,242
15,"SB","Santa Barbara Island","AP","Arch Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",9.27,1,20,41
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",11.86,1,28,100
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",6.00,2,10,2
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",9.26,1,20,158
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",11.28,1,27,228
16,"SB","Santa Barbara Island","CAT","Cat Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",4.00,1,7,118
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",27.33,1,104,155
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",20.39,1,54,160
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",19.79,1,65,144
21,"SM","San Miguel Island","MM","Miracle Mile",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",21.11,1,71,25
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",20.03,1,72,130
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",5.87,1,14,19
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",5.25,2,10,7
22,"SR","Santa Rosa Island","CP","Cluster Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",9.25,1,21,59
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",20.82,1,63,146
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",20.60,1,53,70
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",15.59,1,55,147
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",22.34,1,77,149
23,"SR","Santa Rosa Island","TC","Trancion Canyon",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",17.51,1,42,116
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",17.40,1,40,132
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",12.00,1,28,190
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",16.05,1,51,189
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",20.00,1,57,137
24,"SR","Santa Rosa Island","CSAW","Chickasaw",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",17.96,1,46,125
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",14.81,1,35,136
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",17.48,1,41,166
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",9.17,1,27,172
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",16.75,1,42,143
25,"SR","Santa Rosa Island","SP","South Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",12.46,1,35,115
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",11.23,1,37,107
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",4.86,1,10,253
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",6.69,1,14,197
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",17.10,1,38,150
27,"SC","Santa Cruz Island","PP","Potato Pasture",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",7.77,1,25,133
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",16.69,1,48,160
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",6.91,1,17,201
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2017,"Stipe_Count",17.18,1,62,185
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2018,"Stipe_Count",15.28,1,39,120
28,"SC","Santa Cruz Island","CVP","Cavern Point",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",6.00,1,17,236
29,"SC","Santa Cruz Island","LS","Little Scorpion",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2019,"Stipe_Count",2.50,1,4,24
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",19.50,5,39,10
30,"SC","Santa Cruz Island","PRF","Pedro Reef",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2016,"Stipe_Count",3.00,2,4,9
31,"AN","Anacapa Island","KH","Keyhole",2002,"Macrocystis pyrifera","giant kelp, adult (>1m)",2015,"Stipe_Count",6.40,1,13,46
