"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","TransectsSampled","TotalAreaSurveyed_sqm"
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1983,8/8/1983 0:00:00,12.00,0.02,0.03,0.01,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1984,8/13/1984 0:00:00,12.00,0.02,0.04,0.01,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1985,6/10/1985 0:00:00,19.00,0.02,0.02,7.52614205703139e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1986,8/25/1986 0:00:00,13.00,0.01,0.02,5.96649339422584e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1987,7/13/1987 0:00:00,6.00,8.33333376795053e-03,0.01,3.24374553747475e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1988,9/1/1988 0:00:00,5.00,6.94444449618459e-03,0.01,5.60270389541984e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1989,6/22/1989 0:00:00,4.00,5.55555569007993e-03,0.01,4.27058944478631e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1990,8/21/1990 0:00:00,9.00,0.01,0.02,6.52791187167168e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1991,8/29/1991 0:00:00,9.00,0.01,0.01,4.64433711022139e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1992,8/20/1992 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1993,8/26/1993 0:00:00,6.00,8.33333376795053e-03,0.01,3.83805157616735e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1994,8/11/1994 0:00:00,4.00,5.55555569007993e-03,0.01,3.13375587575138e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1995,6/19/1995 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1996,8/5/1996 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1997,8/18/1997 0:00:00,4.00,5.55555569007993e-03,0.01,3.13375587575138e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1998,7/20/1998 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",1999,8/2/1999 0:00:00,5.00,6.94444449618459e-03,0.01,5.60270389541984e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2000,6/12/2000 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2005,6/27/2005 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2006,8/3/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2007,9/4/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2008,8/19/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2009,7/28/2009 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2010,6/14/2010 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2011,5/19/2011 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2012,6/25/2012 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2013,5/31/2013 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2014,5/29/2014 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2015,5/27/2015 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2016,6/22/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2017,6/23/2017 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2018,5/9/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9003.00,"Haliotis corrugata","pink abalone",2019,5/29/2019 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1983,8/8/1983 0:00:00,0.00,0.00,0.00,0.00,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1984,8/13/1984 0:00:00,0.00,0.00,0.00,0.00,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1985,6/10/1985 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1986,8/25/1986 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1987,7/13/1987 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1988,9/1/1988 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1989,6/22/1989 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1990,8/21/1990 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1991,8/29/1991 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1992,8/20/1992 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1993,8/26/1993 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1994,8/11/1994 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1995,6/19/1995 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1997,8/18/1997 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1998,7/20/1998 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2000,6/12/2000 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2002,6/17/2002 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2005,6/27/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2006,8/3/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2007,9/4/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2008,8/19/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2009,7/28/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2010,6/14/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2011,5/19/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2012,6/25/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2013,5/31/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2014,5/29/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2015,5/27/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2016,6/22/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2017,6/23/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2018,5/9/2018 0:00:00,11.00,0.01,0.03,9.04960464686155e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9004.00,"Haliotis fulgens","green abalone",2019,5/29/2019 0:00:00,9.00,0.01,0.02,7.14360876008868e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1983,8/8/1983 0:00:00,0.00,0.00,0.00,0.00,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1984,8/13/1984 0:00:00,0.00,0.00,0.00,0.00,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1985,6/10/1985 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1986,8/25/1986 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1987,7/13/1987 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1988,9/1/1988 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1989,6/22/1989 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1990,8/21/1990 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1991,8/29/1991 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1992,8/20/1992 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1993,8/26/1993 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1994,8/11/1994 0:00:00,3.00,4.16666688397527e-03,0.01,4.16666688397527e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1995,6/19/1995 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1996,8/5/1996 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1997,8/18/1997 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1998,7/20/1998 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",1999,8/2/1999 0:00:00,3.00,4.16666688397527e-03,0.01,4.16666688397527e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2000,6/12/2000 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2001,8/13/2001 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2002,6/17/2002 0:00:00,45.00,0.06,0.13,0.03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2003,7/21/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2005,6/27/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2006,8/3/2006 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2007,9/4/2007 0:00:00,13.00,0.01,0.04,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2008,8/19/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2009,7/28/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2010,6/14/2010 0:00:00,5.00,6.94444449618459e-03,0.01,4.79299295693636e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2011,5/19/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2012,6/25/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2013,5/31/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2014,5/29/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2015,5/27/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2016,6/22/2016 0:00:00,12.00,0.01,0.03,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2017,6/23/2017 0:00:00,38.00,0.05,0.10,0.03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2018,5/9/2018 0:00:00,38.00,0.05,0.05,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9006.00,"Kelletia kelletii","Kellet's whelk",2019,5/29/2019 0:00:00,6.00,8.33333376795053e-03,0.02,5.98117150366306e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1983,8/8/1983 0:00:00,19.00,0.04,0.04,0.01,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1984,8/13/1984 0:00:00,18.00,0.04,0.02,8.97527486085892e-03,10,400.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1985,6/10/1985 0:00:00,13.00,0.01,0.02,6.94444449618459e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1986,8/25/1986 0:00:00,29.00,0.04,0.04,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1987,7/13/1987 0:00:00,12.00,0.01,0.01,5.02518890425563e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1988,9/1/1988 0:00:00,6.00,8.33333376795053e-03,0.01,4.35194140300155e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1989,6/22/1989 0:00:00,8.00,0.01,0.01,3.74555471353233e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1990,8/21/1990 0:00:00,9.00,0.01,0.02,6.52791187167168e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1991,8/29/1991 0:00:00,16.00,0.02,0.03,9.25083830952644e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1992,8/20/1992 0:00:00,21.00,0.02,0.07,0.02,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1993,8/26/1993 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1994,8/11/1994 0:00:00,6.00,8.33333376795053e-03,0.02,6.95705926045775e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1995,6/19/1995 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1996,8/5/1996 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1997,8/18/1997 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1998,7/20/1998 0:00:00,7.00,9.72222257405519e-03,0.01,3.81513754837215e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",1999,8/2/1999 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2000,6/12/2000 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2001,8/13/2001 0:00:00,4.00,5.55555569007993e-03,0.01,3.13375587575138e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2002,6/17/2002 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2003,7/21/2003 0:00:00,10.00,0.01,0.01,5.36281848326325e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2004,8/9/2004 0:00:00,26.00,0.03,0.04,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2005,6/27/2005 0:00:00,23.00,0.03,0.03,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2006,8/3/2006 0:00:00,23.00,0.03,0.03,9.50330775231123e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2007,9/4/2007 0:00:00,20.00,0.02,0.03,9.25083830952644e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2008,8/19/2008 0:00:00,24.00,0.03,0.04,0.01,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2009,7/28/2009 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2010,6/14/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2011,5/19/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2012,6/25/2012 0:00:00,9.00,0.01,0.02,7.14360876008868e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2013,5/31/2013 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2014,5/29/2014 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2015,5/27/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2016,6/22/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2017,6/23/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
12,"AN","Anacapa Island","CC","Cathedral Cove",9009.00,"Megathura crenulata","giant keyhole limpet",2018,5/9/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
